X,Y,Z
-73.795998,5.159822,24.26
-73.781954,5.169865,71.21
-73.795774,5.159303,89.92
-73.785833,5.137230,50.59
-73.789444,5.160948,94.53
-73.781818,5.145874,95.89
-73.766202,5.167738,61.67
-73.787932,5.168716,83.07
-73.764918,5.139915,53.86
-73.790806,5.137527,113.81
-73.788778,5.154524,67.49
-73.783357,5.166476,77.07
-73.782660,5.165884,80.10
-73.796143,5.148516,100.09
-73.796906,5.164938,103.29
-73.763022,5.140962,52.31
-73.784459,5.149232,21.17
-73.781228,5.171950,86.94
-73.769314,5.156612,178.45
-73.795884,5.152970,68.42
-73.779602,5.156919,53.39
-73.790231,5.160613,105.58
-73.781371,5.151276,68.88
-73.793043,5.168507,90.84
-73.790339,5.162679,157.66
-73.791312,5.165493,81.85
-73.773444,5.164773,87.95
-73.769560,5.140038,120.96
-73.767941,5.168101,118.40
-73.785151,5.141659,95.65
-73.790898,5.136583,86.47
-73.790656,5.171174,66.60
-73.787257,5.158912,148.72
-73.771409,5.149896,102.62
-73.788596,5.137527,100.70
-73.763954,5.161314,78.67
-73.771126,5.151082,84.00
-73.787327,5.137371,100.35
-73.783501,5.163899,126.18
-73.793033,5.170280,27.23
-73.776301,5.141175,85.27
-73.774327,5.167044,118.25
-73.764541,5.141745,47.28
-73.788101,5.165231,51.46
-73.770945,5.156375,79.82
-73.781660,5.149160,90.23
-73.782546,5.147137,97.63
-73.765713,5.144992,82.02
-73.782013,5.140188,71.61
-73.776486,5.156061,13.38
-73.787223,5.141186,59.93
-73.762795,5.165558,63.67
-73.788183,5.159649,76.90
-73.764210,5.168030,53.30
-73.791160,5.156250,24.67
-73.765878,5.163329,65.14
-73.775925,5.150452,128.95
-73.765352,5.148168,83.06
-73.787727,5.157771,132.44
-73.765300,5.162051,81.59
-73.788309,5.142895,62.24
-73.782298,5.162556,139.47
-73.766453,5.156233,67.93
-73.796598,5.142001,104.89
-73.772515,5.153696,75.05
-73.767644,5.149021,158.33
-73.770042,5.163383,52.32
-73.790155,5.165262,61.89
-73.761511,5.148288,79.51
-73.768945,5.169929,79.28
-73.779039,5.136723,101.71
-73.771218,5.171804,57.11
-73.769588,5.138758,40.73
-73.783528,5.171450,108.42
-73.796220,5.147675,45.13
-73.771284,5.150711,105.45
-73.794048,5.149679,60.42
-73.777475,5.140533,106.58
-73.785835,5.143859,66.69
-73.765883,5.153624,101.73
-73.768939,5.167635,51.39
-73.779162,5.171214,28.03
-73.778266,5.153695,7.01
-73.795792,5.141693,82.68
-73.768375,5.149013,112.76
-73.796458,5.145983,119.31
-73.763041,5.156080,84.37
-73.795559,5.171957,146.56
-73.791587,5.165293,100.97
-73.764310,5.171659,86.96
-73.795413,5.161937,60.56
-73.787941,5.139001,88.98
-73.775717,5.143951,54.93
-73.795423,5.136899,74.94
-73.778271,5.143750,90.77
-73.779384,5.148315,86.81
-73.763118,5.158342,119.29
-73.795810,5.163421,105.81
-73.769730,5.158863,84.49
-73.772264,5.169899,57.96
-73.778660,5.171987,68.91
-73.796272,5.169518,108.85
-73.765366,5.149080,80.27
-73.765209,5.142638,66.57
-73.777187,5.150209,71.34
-73.789681,5.157192,112.26
-73.780975,5.160953,41.37
-73.785047,5.151131,59.62
-73.784306,5.144351,63.48
-73.767931,5.140399,63.72
-73.776906,5.155679,61.77
-73.777700,5.142497,66.47
-73.770115,5.158707,46.00
-73.770916,5.159345,130.08
-73.785480,5.166437,83.11
-73.785719,5.160307,102.58
-73.786721,5.159688,121.78
-73.763335,5.161974,152.80
-73.783360,5.156551,106.04
-73.775900,5.148276,76.80
-73.769674,5.147371,57.07
-73.767557,5.142654,81.38
-73.795235,5.137577,76.01
-73.778375,5.136974,47.58
-73.789651,5.154576,87.00
-73.764190,5.155248,64.96
-73.787626,5.150506,65.83
-73.773316,5.166222,46.20
-73.761874,5.152119,41.76
-73.784219,5.157874,106.87
-73.768235,5.156028,89.60
-73.792087,5.152640,68.99
-73.793753,5.151045,105.36
-73.786132,5.165655,32.07
-73.774571,5.162777,114.97
-73.785937,5.144622,54.76
-73.774463,5.149304,100.22
-73.789290,5.138410,82.45
-73.772829,5.145546,119.68
-73.766323,5.168913,108.03
-73.795935,5.156365,72.90
-73.787205,5.152422,69.03
-73.775210,5.163707,85.09
-73.796571,5.152723,106.59
-73.789870,5.157712,46.56
-73.765771,5.170582,46.68
-73.787033,5.165018,108.43
-73.762704,5.153187,12.05
-73.773529,5.157279,76.85
-73.768001,5.157135,41.93
-73.795092,5.146851,70.34
-73.776277,5.169364,141.18
-73.769030,5.141341,19.10
-73.782978,5.158383,114.31
-73.781618,5.171380,129.20
-73.782768,5.170792,169.78
-73.787381,5.141431,41.98
-73.775126,5.157015,67.29
-73.795615,5.142237,65.05
-73.786951,5.167538,56.88
-73.789377,5.172144,119.80
-73.763350,5.143154,78.98
-73.791023,5.148306,124.20
-73.794021,5.162815,112.67
-73.790586,5.142854,79.57
-73.784984,5.168320,73.58
-73.775315,5.164928,84.18
-73.783341,5.167321,69.49
-73.770720,5.164786,26.66
-73.789840,5.163718,45.89
-73.780439,5.145869,74.00
-73.776040,5.150140,65.70
-73.769366,5.162579,82.08
-73.779349,5.148995,84.81
-73.766020,5.156835,95.77
-73.796779,5.149636,104.38
-73.769516,5.158580,66.35
-73.772947,5.151551,52.59
-73.767564,5.165598,96.06
-73.794955,5.143263,78.34
-73.794300,5.162940,94.99
-73.775906,5.156635,56.78
-73.762604,5.136603,56.06
-73.771518,5.171040,66.32
-73.792648,5.157390,47.89
-73.792896,5.167988,91.43
-73.781760,5.146350,106.97
-73.786375,5.156063,95.13
-73.784057,5.148272,88.57
-73.777701,5.168391,32.37
-73.763367,5.168169,54.74
-73.783277,5.166317,67.39
-73.775987,5.143523,75.26
-73.763846,5.171999,69.99
-73.791750,5.171764,96.33
-73.778802,5.148574,94.67
-73.784618,5.142534,96.12
-73.768942,5.164867,79.87
-73.790943,5.162936,121.30
-73.795155,5.136185,68.55
-73.772207,5.162318,63.74
-73.788576,5.151094,113.69
-73.790981,5.169537,45.32
-73.787382,5.146588,57.73
-73.769169,5.157156,51.29
-73.777876,5.171121,62.83
-73.777240,5.165841,66.16
-73.780554,5.138074,77.12
-73.775286,5.142533,129.33
-73.790478,5.154749,74.93
-73.779041,5.161838,48.63
-73.788066,5.136427,89.78
-73.788225,5.148492,137.23
-73.764427,5.142192,57.59
-73.773796,5.148310,58.34
-73.782252,5.142771,88.15
-73.764251,5.143256,59.27
-73.771376,5.146763,59.37
-73.775036,5.153854,38.70
-73.779073,5.145351,85.20
-73.795638,5.169779,79.38
-73.783883,5.168252,73.50
-73.785221,5.163080,114.34
-73.794841,5.159114,121.95
-73.764717,5.157433,113.89
-73.772903,5.165640,51.19
-73.789985,5.139009,100.71
-73.796232,5.149454,140.02
-73.792909,5.158097,89.68
-73.765452,5.155599,50.43
-73.779328,5.154659,78.69
-73.772029,5.144717,22.23
-73.765506,5.170339,177.49
-73.793841,5.146312,78.65
-73.773640,5.161716,108.70
-73.789301,5.163119,70.09
-73.797035,5.146539,89.42
-73.781082,5.143458,93.72
-73.786734,5.147076,47.44
-73.771910,5.152962,68.64
-73.767297,5.149427,94.15
-73.792997,5.143455,65.00
-73.792426,5.140584,45.69
-73.772090,5.169742,95.14
-73.773323,5.159293,63.38
-73.789901,5.165776,93.59
-73.783698,5.161873,95.43
-73.773752,5.142370,125.96
-73.781448,5.161328,129.57
-73.765888,5.142875,103.80
-73.766762,5.161361,35.02
-73.777072,5.156702,61.44
-73.792061,5.157892,83.23
-73.769380,5.143163,111.85
-73.776336,5.163949,102.63
-73.795595,5.137466,83.84
-73.761520,5.145382,104.14
-73.761722,5.156811,31.71
-73.775713,5.136369,54.92
-73.765208,5.145570,57.20
-73.774571,5.166536,64.41
-73.789230,5.163905,88.29
-73.792694,5.155036,53.07
-73.794532,5.161507,46.47
-73.766545,5.145682,86.55
-73.792907,5.146243,114.89
-73.789481,5.165085,44.45
-73.785104,5.149153,78.86
-73.783095,5.143555,66.22
-73.777417,5.142082,109.18
-73.765863,5.138831,114.56
-73.772883,5.145896,47.21
-73.764056,5.164274,85.35
-73.761905,5.145712,96.17
-73.788936,5.153546,92.47
-73.786284,5.148383,66.79
-73.771246,5.140126,103.46
-73.781704,5.150499,124.02
-73.791316,5.163285,73.37
-73.789027,5.149617,115.74
-73.774918,5.171974,147.80
-73.783180,5.138384,90.27
-73.792173,5.146997,104.08
-73.782648,5.171998,93.77
-73.762974,5.171060,59.50
-73.779399,5.156164,29.75
-73.771974,5.165231,121.42
-73.779408,5.148861,51.28
-73.795138,5.147474,56.25
-73.761795,5.144568,63.33
-73.784180,5.141574,103.39
-73.776099,5.144730,118.51
-73.768080,5.150662,93.25
-73.786663,5.156071,96.94
-73.793945,5.167848,54.09
-73.777679,5.146005,71.43
-73.786633,5.142885,110.21
-73.781627,5.166549,109.61
-73.782674,5.166916,75.19
-73.795543,5.156952,68.91
-73.793556,5.157228,74.86
-73.791919,5.170331,50.51
-73.795271,5.159594,144.90
-73.790384,5.157784,77.04
-73.777764,5.156354,50.80
-73.763798,5.139434,92.46
-73.762742,5.171584,49.91
-73.782739,5.151682,79.12
-73.792622,5.152823,46.37
-73.785227,5.152556,90.46
-73.768471,5.161551,104.51
-73.761206,5.152761,30.31
-73.785993,5.136320,106.63
-73.778059,5.167257,56.55
-73.796745,5.150134,94.15
-73.786251,5.137523,125.31
-73.767696,5.152444,119.94
-73.769803,5.162803,71.70
-73.788807,5.171119,69.37
-73.776834,5.136691,118.46
-73.768754,5.145101,99.94
-73.783219,5.165650,101.90
-73.774118,5.138139,55.53
-73.789124,5.160302,115.07
-73.778719,5.152648,68.69
-73.791191,5.153458,68.60
-73.766167,5.138403,96.03
-73.792656,5.159591,43.50
-73.774505,5.159313,125.01
-73.786113,5.160592,104.16
-73.761397,5.160247,140.29
-73.770910,5.164481,101.33
-73.778452,5.139115,126.25
-73.768198,5.165619,87.50
-73.793607,5.156854,73.95
-73.776468,5.159665,75.21
-73.780218,5.137446,56.11
-73.794897,5.164100,106.61
-73.781557,5.156584,96.15
-73.788933,5.140977,65.28
-73.794122,5.157416,99.21
-73.792998,5.160782,87.84
-73.789127,5.150583,122.95
-73.780413,5.168551,59.16
-73.783871,5.140852,104.46
-73.785750,5.139165,92.78
-73.779402,5.136496,26.06
-73.770420,5.168034,86.36
-73.774144,5.136248,80.29
-73.764414,5.139346,40.06
-73.785794,5.159206,55.71
-73.797207,5.150180,87.38
-73.773258,5.151256,122.41
-73.794356,5.143419,108.78
-73.790289,5.162505,85.42
-73.771228,5.145903,48.97
-73.791166,5.164357,128.73
-73.788079,5.155228,116.20
-73.776702,5.168497,22.89
-73.793569,5.145994,102.59
-73.766170,5.138260,96.61
-73.793569,5.155420,87.89
-73.794638,5.153349,72.03
-73.770317,5.153922,90.60
-73.771435,5.159701,146.02
-73.768446,5.171269,56.56
-73.772812,5.166005,82.86
-73.787767,5.138682,52.91
-73.770310,5.171348,45.77
-73.791542,5.139454,40.79
-73.762089,5.159177,68.08
-73.795822,5.143885,61.94
-73.776249,5.139880,100.03
-73.786886,5.169059,144.87
-73.792678,5.169702,63.54
-73.786524,5.167431,48.67
-73.796644,5.170706,122.71
-73.788586,5.166217,64.35
-73.764704,5.155338,15.97
-73.770221,5.160448,36.11
-73.778020,5.137625,94.13
-73.767102,5.154278,38.45
-73.784814,5.141537,88.17
-73.795450,5.143744,46.61
-73.765256,5.143590,61.83
-73.763547,5.161812,121.36
-73.764934,5.153200,133.68
-73.793382,5.167000,94.91
-73.780978,5.158280,75.81
-73.769360,5.157721,28.27
-73.777988,5.148959,71.17
-73.762798,5.141831,118.80
-73.796841,5.152044,107.41
-73.762588,5.145755,60.93
-73.794011,5.156163,60.02
-73.766330,5.159390,97.61
-73.792175,5.137473,96.63
-73.786127,5.167755,82.06
-73.771718,5.139785,117.44
-73.793874,5.150429,54.46
-73.768603,5.140164,86.15
-73.786788,5.152250,55.38
-73.785205,5.153534,107.48
-73.769599,5.152950,115.98
-73.772491,5.148678,62.47
-73.789083,5.156877,102.16
-73.776135,5.149328,123.80
-73.783630,5.160384,96.73
-73.773926,5.147679,79.92
-73.795313,5.164495,76.92
-73.783792,5.162398,64.40
-73.781739,5.146340,94.54
-73.780990,5.155777,63.01
-73.795261,5.147997,93.09
-73.781309,5.143831,39.55
-73.767274,5.158281,106.95
-73.762799,5.145661,103.93
-73.791521,5.161686,95.95
-73.765824,5.139654,82.89
-73.788550,5.147814,92.92
-73.772444,5.153954,38.86
-73.791087,5.158182,109.19
-73.779024,5.141419,50.21
-73.765706,5.157527,112.53
-73.793458,5.142368,65.30
-73.779233,5.148448,50.66
-73.771423,5.154816,33.09
-73.764207,5.165603,78.58
-73.762765,5.150568,119.36
-73.789315,5.170187,59.41
-73.769122,5.146667,121.17
-73.764567,5.150004,76.33
-73.797289,5.145982,56.32
-73.779273,5.142368,61.02
-73.773314,5.157777,89.39
-73.772066,5.147290,138.00
-73.793948,5.162195,108.65
-73.786279,5.158149,111.56
-73.766552,5.158665,127.96
-73.781976,5.140190,59.80
-73.784706,5.171439,126.73
-73.782741,5.164128,69.78
-73.777216,5.160200,94.71
-73.775242,5.147430,76.07
-73.787901,5.169510,85.27
-73.779181,5.154807,35.33
-73.789908,5.154964,62.25
-73.786892,5.141803,69.07
-73.766976,5.165115,83.31
-73.794991,5.162587,102.76
-73.794521,5.154039,86.39
-73.783152,5.157384,61.59
-73.789545,5.168008,86.86
-73.793150,5.163505,75.03
-73.796053,5.168959,47.94
-73.778226,5.162477,53.41
-73.781003,5.152402,93.29
-73.782383,5.163909,95.50
-73.769479,5.140469,98.33
-73.790151,5.152656,33.43
-73.783951,5.157723,123.86
-73.788342,5.141777,28.17
-73.784813,5.171882,82.40
-73.778438,5.167113,23.50
-73.765249,5.171254,20.67
-73.777271,5.143028,87.87
-73.762947,5.155035,86.06
-73.772331,5.149063,67.32
-73.762446,5.137946,103.83
-73.792109,5.148137,130.64
-73.777422,5.157283,97.45
-73.784532,5.142179,127.36
-73.780076,5.147827,69.08
-73.768354,5.165757,65.04
-73.784856,5.152690,124.28
-73.789282,5.137379,33.58
-73.783858,5.170837,97.61
-73.777042,5.161008,6.79
-73.762833,5.154788,85.10
-73.780820,5.151159,72.17
-73.766640,5.160692,52.16
-73.767957,5.145270,119.63
-73.775088,5.156873,73.13
-73.769794,5.170220,101.57
-73.784258,5.155757,89.91
-73.787794,5.145672,134.40
-73.772569,5.137948,-0.25
-73.783385,5.136746,68.03
-73.771927,5.162514,37.62
-73.783304,5.149235,94.84
-73.782551,5.149401,65.28
-73.775438,5.158378,122.54
-73.775970,5.136979,108.80
-73.767597,5.150788,38.46
-73.777992,5.157850,37.28
-73.787579,5.141004,81.73
-73.789513,5.158522,66.91
-73.791807,5.143210,84.72
-73.789606,5.138960,65.16
-73.786665,5.172124,127.03
-73.777537,5.168866,72.10
-73.774969,5.143244,65.41
-73.794297,5.139884,53.44
-73.784958,5.148149,91.09
-73.786268,5.157133,130.61
-73.775055,5.142200,50.87
-73.794280,5.171204,70.74
-73.774938,5.168913,82.86
-73.783539,5.143473,99.69
-73.765022,5.153747,91.79
-73.782422,5.170565,78.48
-73.773932,5.157154,111.35
-73.784164,5.144056,86.30
-73.797197,5.138964,98.30
-73.787842,5.142763,32.29
-73.788328,5.137546,52.86
-73.763011,5.156215,38.69
-73.765491,5.137491,78.86
-73.790915,5.162876,68.03
-73.783661,5.156915,107.84
-73.789467,5.147222,86.19
-73.769831,5.145698,106.90
-73.771003,5.165294,45.65
-73.783885,5.155602,80.04
-73.768803,5.148052,128.67
-73.780183,5.161830,21.02
-73.789285,5.149875,50.51
-73.764520,5.143048,105.36
-73.788152,5.156809,102.88
-73.791016,5.154877,83.15
-73.772769,5.162658,58.72
-73.784569,5.144699,110.13
-73.781777,5.147700,74.22
-73.787229,5.146566,59.37
-73.762230,5.143693,92.10
-73.770571,5.136617,96.00
-73.788244,5.168659,119.87
-73.778989,5.161143,95.31
-73.787196,5.146252,109.02
-73.777865,5.167290,74.04
-73.797117,5.161984,97.86
-73.776984,5.160409,71.91
-73.767494,5.159463,117.97
-73.786706,5.143844,115.38
-73.767972,5.168457,121.16
-73.774368,5.153951,85.72
-73.762039,5.137483,81.80
-73.794432,5.152113,66.47
-73.773882,5.163688,87.95
-73.789985,5.144675,46.77
-73.772008,5.169781,75.35
-73.764219,5.141568,38.54
-73.775568,5.151049,74.14
-73.780156,5.168765,32.97
-73.789778,5.136332,109.85
-73.765690,5.154948,63.97
-73.770711,5.170244,80.33
-73.785812,5.149358,71.46
-73.762341,5.145721,93.90
-73.793622,5.152734,97.71
-73.764995,5.140569,90.98
-73.761755,5.159672,135.56
-73.769256,5.145687,103.01
-73.768624,5.143718,92.82
-73.778109,5.171640,50.90
-73.784811,5.170585,47.44
-73.762487,5.169621,59.90
-73.764418,5.160201,76.17
-73.774740,5.161574,75.29
-73.764918,5.156890,69.19
-73.790721,5.166138,74.12
-73.795431,5.163912,97.04
-73.777431,5.139954,55.80
-73.772286,5.155184,83.78
-73.765454,5.152282,83.35
-73.761290,5.138979,130.76
-73.790305,5.169229,60.28
-73.770952,5.147803,51.82
-73.781510,5.168531,94.79
-73.791847,5.145225,122.51
-73.785569,5.151995,29.86
-73.786850,5.145813,87.86
-73.789386,5.159052,103.03
-73.767737,5.165924,84.60
-73.778600,5.145635,70.79
-73.763564,5.153158,113.65
-73.784699,5.156037,123.63
-73.788604,5.158008,99.04
-73.783279,5.171068,47.11
-73.791189,5.169916,91.20
-73.773799,5.164432,101.43
-73.765576,5.162756,79.26
-73.777760,5.144517,108.51
-73.764336,5.166153,62.55
-73.767364,5.171051,78.95
-73.764674,5.149780,37.48
-73.769430,5.152281,44.28
-73.771766,5.167733,128.21
-73.770075,5.149683,104.13
-73.786850,5.150910,90.11
-73.772524,5.160468,82.40
-73.784878,5.141158,75.60
-73.793522,5.168752,48.49
-73.771209,5.169565,18.11
-73.792978,5.163898,133.31
-73.790606,5.141875,73.16
-73.778953,5.138941,51.74
-73.789263,5.145311,67.47
-73.776960,5.164773,104.02
-73.786216,5.150559,69.14
-73.788238,5.136436,48.77
-73.795827,5.151141,79.16
-73.781501,5.163945,51.49
-73.769514,5.156862,64.47
-73.787388,5.161661,103.86
-73.774157,5.141668,101.07
-73.776498,5.165381,114.18
-73.787382,5.169601,99.12
-73.797091,5.149396,85.47
-73.766195,5.158690,99.31
-73.768388,5.169165,44.13
-73.769410,5.170914,87.05
-73.790297,5.143814,81.35
-73.776518,5.167424,90.92
-73.785369,5.150250,124.31
-73.796620,5.163473,103.61
-73.780902,5.162583,62.31
-73.785614,5.151503,100.39
-73.770194,5.163816,46.31
-73.777139,5.142941,111.32
-73.795139,5.164599,61.74
-73.770254,5.149468,66.40
-73.767686,5.161863,54.85
-73.770271,5.151107,109.39
-73.779991,5.170661,125.79
-73.767304,5.167858,78.87
-73.779452,5.146139,65.42
-73.769927,5.140312,77.78
-73.792532,5.143679,80.18
-73.788987,5.136538,42.23
-73.763630,5.159849,100.47
-73.784512,5.149139,120.12
-73.773425,5.151599,87.67
-73.776533,5.161214,87.55
-73.783674,5.167681,47.99
-73.773482,5.165384,86.47
-73.776883,5.154843,24.26
-73.782510,5.150525,81.34
-73.796114,5.161342,52.27
-73.787763,5.171961,86.87
-73.764711,5.170230,64.80
-73.777141,5.163612,61.09
-73.784268,5.136299,133.68
-73.778044,5.147043,16.88
-73.789397,5.152648,52.01
-73.791653,5.171530,54.73
-73.792113,5.153686,87.29
-73.783055,5.143732,64.15
-73.791715,5.171224,33.54
-73.766013,5.148079,97.88
-73.776632,5.163231,95.01
-73.774285,5.164466,91.19
-73.790925,5.136905,79.44
-73.792305,5.142978,101.66
-73.765571,5.162506,80.26
-73.795576,5.151005,66.85
-73.773857,5.152518,55.98
-73.764513,5.165605,40.96
-73.779178,5.146716,41.15
-73.777223,5.168393,70.73
-73.776216,5.152730,73.52
-73.767018,5.143145,55.80
-73.795851,5.137501,77.79
-73.774380,5.151200,69.90
-73.779903,5.148973,74.18
-73.781040,5.149734,45.86
-73.780490,5.153572,81.07
-73.778387,5.138027,109.09
-73.785892,5.166464,13.73
-73.778489,5.168811,114.57
-73.796649,5.164032,91.60
-73.783378,5.146235,5.66
-73.772746,5.160147,53.11
-73.792344,5.141482,106.47
-73.762735,5.146195,111.08
-73.766709,5.168684,134.92
-73.762250,5.165131,23.10
-73.792146,5.143822,57.60
-73.782582,5.150875,68.44
-73.778159,5.157458,68.94
-73.780565,5.158713,103.50
-73.796127,5.143900,89.79
-73.787398,5.155556,88.28
-73.791579,5.149267,84.86
-73.796317,5.142053,19.62
-73.771337,5.166245,41.47
-73.779428,5.149613,121.06
-73.781505,5.137443,73.42
-73.795246,5.141836,78.08
-73.761284,5.159888,95.68
-73.780504,5.142857,89.81
-73.762952,5.160045,115.89
-73.763215,5.151842,51.27
-73.765493,5.150374,91.39
-73.788768,5.162767,85.38
-73.777522,5.143302,43.23
-73.795441,5.144731,95.25
-73.777491,5.155105,27.39
-73.776256,5.170912,53.46
-73.784551,5.147130,62.76
-73.784679,5.152966,85.82
-73.791599,5.141799,82.91
-73.783633,5.142009,103.41
-73.793139,5.145195,127.59
-73.794708,5.140663,79.36
-73.770535,5.137112,63.22
-73.785317,5.165925,34.88
-73.791106,5.154560,100.51
-73.771559,5.157632,156.73
-73.793761,5.155293,64.36
-73.791401,5.145441,57.44
-73.764322,5.163743,67.37
-73.790955,5.146086,102.96
-73.790216,5.163663,97.29
-73.763689,5.170470,75.65
-73.795363,5.148302,124.14
-73.789363,5.140411,80.46
-73.791710,5.142399,129.29
-73.786185,5.160408,45.59
-73.792546,5.158398,44.33
-73.768851,5.146781,115.16
-73.761571,5.169262,86.35
-73.782176,5.168524,52.15
-73.784204,5.168552,82.57
-73.778972,5.159259,30.91
-73.770832,5.160806,79.63
-73.797078,5.142864,38.73
-73.765898,5.158157,115.97
-73.761306,5.137409,86.77
-73.765371,5.156042,45.69
-73.787705,5.144212,112.06
-73.780230,5.137104,98.61
-73.778199,5.160444,54.24
-73.773894,5.160861,78.62
-73.777322,5.169645,49.35
-73.782761,5.168623,81.81
-73.783920,5.164614,133.78
-73.777229,5.160718,90.74
-73.762126,5.156317,87.79
-73.762892,5.165870,95.20
-73.761601,5.146961,37.48
-73.762007,5.138717,125.55
-73.779748,5.155749,57.15
-73.771872,5.151853,98.88
-73.778022,5.168821,53.19
-73.791128,5.161725,72.23
-73.773455,5.139821,71.49
-73.788188,5.149312,63.47
-73.779654,5.162869,34.82
-73.782136,5.141196,98.05
-73.785640,5.164051,81.42
-73.762130,5.144423,72.76
-73.778126,5.148380,65.34
-73.777046,5.168040,106.31
-73.773404,5.163299,137.17
-73.781699,5.139141,71.48
-73.770316,5.140950,89.46
-73.763588,5.149218,98.86
-73.784983,5.169727,82.81
-73.793116,5.145421,60.41
-73.793780,5.142260,90.96
-73.767825,5.167537,127.47
-73.788455,5.160355,54.99
-73.782737,5.169819,44.55
-73.773816,5.161688,42.15
-73.776105,5.153342,89.17
-73.781676,5.156292,108.36
-73.768382,5.138335,78.64
-73.769961,5.147434,120.24
-73.778579,5.167973,61.83
-73.765970,5.141619,80.10
-73.773037,5.163510,120.68
-73.790132,5.140965,81.33
-73.780554,5.157495,54.16
-73.775190,5.159630,70.38
-73.785174,5.165763,75.88
-73.768870,5.162016,39.33
-73.796747,5.138074,92.50
-73.782538,5.159709,89.62
-73.792367,5.140348,47.25
-73.774186,5.149302,121.75
-73.766167,5.144755,94.93
-73.771727,5.140153,62.32
-73.762946,5.154704,66.27
-73.764117,5.160180,93.46
-73.783706,5.144667,67.40
-73.786984,5.148836,91.76
-73.795175,5.168940,109.65
-73.777340,5.149830,95.08
-73.791011,5.159159,72.96
-73.769099,5.140648,42.83
-73.770616,5.146175,91.57
-73.768019,5.145968,131.13
-73.792143,5.153211,72.09
-73.780821,5.141504,62.88
-73.790235,5.147387,49.15
-73.775357,5.154823,96.26
-73.768808,5.163402,76.95
-73.785268,5.168820,96.35
-73.762241,5.167741,33.94
-73.764305,5.140246,73.06
-73.789232,5.165556,118.32
-73.775749,5.170539,32.46
-73.777062,5.163652,72.13
-73.791458,5.164408,61.26
-73.761201,5.145182,95.25
-73.781243,5.138808,79.69
-73.788443,5.156889,80.51
-73.776020,5.138589,99.20
-73.790236,5.152329,135.06
-73.767945,5.168018,94.52
-73.766611,5.145638,90.11
-73.777877,5.150130,21.64
-73.795630,5.144397,88.46
-73.787215,5.140985,82.16
-73.773958,5.145772,107.85
-73.773495,5.155638,84.07
-73.766575,5.142009,85.63
-73.772940,5.171386,99.63
-73.787861,5.159608,46.15
-73.779199,5.164449,72.26
-73.783005,5.140479,94.33
-73.785989,5.152424,86.76
-73.797188,5.146250,64.47
-73.792736,5.147127,102.82
-73.768145,5.153576,62.89
-73.796291,5.166730,98.52
-73.778568,5.171985,90.46
-73.780407,5.150355,126.59
-73.783483,5.165348,24.28
-73.791612,5.138285,38.27
-73.761546,5.163573,131.24
-73.794747,5.143618,69.12
-73.783520,5.139609,45.90
-73.772833,5.153040,99.79
-73.762177,5.170030,98.95
-73.772313,5.163669,88.53
-73.789092,5.159533,147.39
-73.795269,5.142394,89.94
-73.780013,5.140756,77.17
-73.784746,5.166362,100.30
-73.790715,5.167327,101.82
-73.770978,5.137106,110.63
-73.772146,5.136440,82.48
-73.795865,5.140459,43.38
-73.794507,5.152945,118.98
-73.769501,5.166384,50.73
-73.791053,5.165900,28.33
-73.766268,5.136342,94.62
-73.787362,5.167462,56.14
-73.792745,5.152336,96.68
-73.796732,5.170825,87.62
-73.781932,5.155893,36.32
-73.780646,5.158999,54.97
-73.774289,5.161183,174.22
-73.770995,5.154256,83.26
-73.772701,5.167543,63.68
-73.777088,5.145738,70.61
-73.791629,5.136796,73.19
-73.767792,5.138163,65.25
-73.782311,5.157262,110.65
-73.778897,5.146647,105.68
-73.780998,5.147882,38.47
-73.764920,5.169454,104.06
-73.783730,5.160982,83.57
-73.766513,5.150557,28.76
-73.763836,5.140168,114.00
-73.785154,5.137639,64.51
-73.791846,5.172183,34.03
-73.781176,5.145242,79.82
-73.778595,5.141560,35.46
-73.777820,5.148088,43.44
-73.786630,5.143420,40.89
-73.772134,5.165799,52.41
-73.797218,5.145952,33.43
-73.795881,5.153636,96.04
-73.784440,5.160715,61.54
-73.776683,5.144571,88.48
-73.765238,5.170050,72.49
-73.787307,5.168655,118.52
-73.785959,5.144500,63.07
-73.777976,5.140467,15.89
-73.784798,5.169712,18.60
-73.792747,5.142438,41.00
-73.764053,5.155537,88.03
-73.770520,5.160181,112.60
-73.768610,5.146571,107.45
-73.796583,5.136337,73.08
-73.785720,5.138387,60.71
-73.785603,5.143997,64.84
-73.797007,5.152182,132.94
-73.791363,5.168155,92.81
-73.783099,5.145425,28.07
-73.762459,5.165124,46.23
-73.769438,5.149732,86.07
-73.772567,5.166945,78.30
-73.775342,5.137771,108.57
-73.790404,5.155395,76.30
-73.776743,5.164715,51.23
-73.793951,5.160808,85.96
-73.781273,5.139785,101.74
-73.794719,5.142515,111.47
-73.782568,5.162266,39.83
-73.783096,5.164577,64.07
-73.778453,5.171592,56.74
-73.780981,5.137189,96.39
-73.768933,5.160549,109.37
-73.791602,5.167456,35.20
-73.772665,5.142077,53.79
-73.767240,5.162890,77.50
-73.770969,5.137601,91.16
-73.784281,5.166050,114.57
-73.776122,5.148408,85.45
-73.796152,5.156189,131.91
-73.793379,5.151246,120.12
-73.791461,5.140030,52.11
-73.766714,5.163889,142.84
-73.787813,5.165788,111.93
-73.769035,5.171710,60.70
-73.791427,5.139500,121.88
-73.767575,5.157463,81.84
-73.761434,5.150820,108.80
